,Plant Name,Season,Plant Type,State,Picture Link,Blooms,Zones,Sun Needs,Soil Needs,Tolerates heat,Tolerates frost,Non-invasive,Good for pressed flowers,Good for cut flowers,Deer resistant,Attracts bees,Attracts butterflies,Attracts beneficial insects,Attracts hummingbirds,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New york,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
92,Lemon Balm,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/lemon-balm-787626.jpg,Early Summer,3 --7,Full Sun / Partial Shade,Well-drained,,,,,,,1,,,,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
15,Bee Balm,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/bee-balm-1043110.jpg, Mid Summer,4 --9,Full Sun / Partial Shade,Damp,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
22,Boneset,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/eupatorium-perfoliatum-sca-04381.jpg,Late Summer ,4 --9,Full Sun / Partial Shade,Well-drained,,,,,,,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
35,Catmint,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/8929943172-e96c6bcd6f.jpg,Early Summer,3 --8,Full Sun / Partial Shade,Dry,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
63,Fennel,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/fennel-223059.jpg,Mid Summer,4 --9,Full Sun,Well-drained,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
32,Cardinal Flower,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/cardinal-flower-86592.jpg, Mid Summer,2 --9,Partial Shade,Damp,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
69,Gazania,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/gazanie-499110.jpg,Early Summer ,8 --10,Full Sun,Well-drained,,,,,,,,1,,,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,,,1,,1,,0,1,1,0,,1,0,1,1,1,0,1,1,,0,0
72,Globe Thistle,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/globe-thistle-53355.jpg, Mid Summer,4 --9,Full Sun,Well-drained,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
77,Heliotrope,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/valerian-413021.jpg, Mid Summer,10 --11,All Sun Types,Well-drained,,,,,,,,1,,,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,,,0,0,1,0,0,0,0,,0,0
94,Lobelia,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/lobelia-777674.jpg,Early Summer,2 --10,Full Sun / Partial Shade,Well-drained,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
134,Sweet Alyssum,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/little-dorrit-322525.jpg,Late Spring ,7 --11,Full Sun / Partial Shade,Damp,,,,,,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,,1,1,1,1,,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0
111,Petunia,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/petunia-662536.jpg,Early Summer ,8 --11,Full Sun,Well-drained,,,,,,,,1,,,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,,,1,,1,,0,1,1,0,,1,0,1,1,1,0,1,1,,0,0
145,Wild Senna,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/senna-multiglandulosa-5.jpg,Mid Summer,4 --7,Full Sun,Well-drained,,,,,,,,,,,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
23,Browallia,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/img-7246-browallia-speciosa.jpg, Mid Summer,2 --11,Partial Shade / Full Shade,Well-drained,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
100,Mirabilis,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/mirabilis-jalapa-402433.jpg, Mid Summer,7 --11,Full Sun / Partial Shade,Well-drained,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,,1,1,1,1,,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0
101,Moonflower,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/ipomoea-alba.jpg,Early Summer ,10 --11,Full Sun,Well-drained,,,,,,,,,,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,,,0,0,1,0,0,0,0,,0,0
102,Morning Glory,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/sky-blue-morning-glory-8793.jpg,Early Summer,2 --11,Full Sun,Well-drained,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
139,Torenia,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/8225263728-e0f786f37d.jpg,Mid Summer,2 --11,Partial Shade,Well-drained,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
0,Aconite,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/winter-aconite-720790.jpg,Early Spring,4 --9,Partial Shade,Well-drained,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
3,Anemone,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/summer-anemone-224501.jpg,Mid Spring ,3 --9,Full Sun / Partial Shade,"Well-drained, High fertility",,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
4,Angelica,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/angelica-400956.jpg,Entire Summer,4 --9,Partial Shade / Full Shade,"Well-drained, High fertility",,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
11,Balloon Flower,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/balloon-flower-829670.jpg,Entire Summer,4 --9,Full Sun / Partial Shade,Well-drained,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
14,Basket of Gold,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/flowers-882835-640.jpg,Late Spring ,4 --8,Full Sun,Well-drained,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
16,Begonia,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/flower-788969.jpg,Late Spring ,8 --10,Full Sun / Partial Shade,Well-drained,,,,,,1,,,,,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,,,1,,1,,0,1,1,0,,1,0,1,1,1,0,1,1,,0,0
18,Bergenia,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/bergenia-407884.jpg,Entire Spring,3 --8,Full Sun / Partial Shade,Damp,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
34,Castor Bean,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/red-castor-bean-leaf-941839.jpg, Mid Summer,8 --10,Full Sun,Well-drained,,,,,,1,,,,,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,,,1,,1,,0,1,1,0,,1,0,1,1,1,0,1,1,,0,0
46,Corydalis,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/corydalis-ambigua.jpg,Early Summer ,5 --7,Partial Shade / Full Shade,Well-drained,,,,,,1,,,,,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
49,Crown Imperial,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/imperial-crown-52127.jpg,Mid Spring,5 --9,Full Sun,Well-drained,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
61,Epimedium,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/elfenblume-epimedium-x-versicolor.jpg,Mid Spring ,4 --8,Partial Shade / Full Shade,Well-drained,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
64,Fountain Grass,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/purple-fountain-grass-7797.jpg,Late Spring ,6 --11,Full Sun / Partial Shade,Well-drained,,,,,,1,,,,,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
67,Gas Plant,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/dictamnus-169656.jpg,Late Spring ,3 --8,Full Sun,Well-drained,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
70,Geranium,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/cranesbill-141576.jpg,Early Summer ,4 --8,All Sun Types,Well-drained,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
113,Polka Dot Plant,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/hypoestes-phyllostachya1.jpg,Mid Summer,10 --12,Partial Shade,Well-drained,,,,,,1,,,,,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,0,0,0,0,,,0,0,1,0,0,0,0,,0,0
117,Rock Soapwort,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/caryophillaceae-saponaria-ocymoides-2.jpg,Early Spring ,2 --9,Full Sun,Well-drained,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
121,Scarlet Sage,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/fire-sage-228379.jpg, Mid Summer,3 --10,Full Sun / Partial Shade,Well-drained,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
129,Snow in Summer,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/cerastium-tomentosum-flower.jpg,Late Spring ,3 --7,Full Sun,Well-drained,,,,,,1,,,,,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
131,Solomon's Seal,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/polygonatum-odoratum-338936.jpg,Mid Spring ,3 --9,Full Sun / Partial Shade/Full Shade,Well-drained,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
135,Sweet Woodruff,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/8743214671-165e278b8f.jpg,Late Spring,5 --8,Partial Shade / Full Shade,Well-drained,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
146,Windflower,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/anemone-nemorosa-18303.jpg,Early Spring,4 --8,Full Sun / Partial Shade,Well-drained,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
147,Yarrow,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/yarrow-181683.jpg,Mid Summer,3 --10,Full Sun,Well-drained,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
148,Yellow Archangel,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/dead-nettle-474348.jpg,Late Spring ,3 --9,Partial Shade / Full Shade,Well-drained,,,,,,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1,Ageratum,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/ageratum-773201.jpg, Mid Summer,5 --9,Full Sun / Partial Shade,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
2,Allium,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/purple-882161.jpg,Late Spring ,3 --10,Full Sun,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
7,Aster,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/aster-tongolensis-57764.jpg,Late Spring ,4 --8,Full Sun / Partial Shade,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
8,Astilbe,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/prachtspiere-167249.jpg,Late Spring ,4 --9,Full Sun / Partial Shade,"Well-drained, High fertility",,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
10,Azalea,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/flower-678629.jpg,Entire Spring,3 --6,Partial Shade,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
17,Bellflower,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/bellflower-296124.jpg,Early Summer,3 --8,Full Sun / Partial Shade,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
19,Blackeyed Susan,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/black-eyed-susan-334122.jpg,Late Summer ,3 --9,Full Sun,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
20,Bleeding Heart,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/plant-859459.jpg,Late Spring ,3 --9,Partial Shade,"Well-drained, Damp",,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
27,Butterfly Weed,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/butterfly-weed-50188.jpg, Mid Summer,4 --9,Full Sun,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
29,Calendula,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/marigold-437818.jpg,Late Spring ,9 --11,Full Sun / Partial Shade,Well-drained,,,,,1,,,,,,1,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,,,1,,,,0,0,1,0,,1,0,0,1,1,0,0,1,,0,0
30,California Poppy,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/eschscholzia-californica-167272.jpg,Early Summer ,5 --10,Full Sun,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
31,Canterbury Bells,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/campanula-361364.jpg,Late Spring ,5 --8,Full Sun / Partial Shade,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
33,Carnation,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/carnation-833383.jpg,Early Spring ,3 --8,Full Sun,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
36,Celosia,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/celosia-731437.jpg, Mid Summer,2 --11,Full Sun / Partial Shade,"Well-drained, High fertility",,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
37,Chives,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/chives-810932.jpg,Late Spring,3 --9,Full Sun / Partial Shade,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
38,Chrysanthemum,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/chrysanthemum-1051770.jpg, Mid Summer,3 --9,Full Sun / Partial Shade,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
39,Clary Sage,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/salvia-pratensis-839488.jpg,Late Spring ,5 --11,Full Sun / Partial Shade,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
40,Cleome,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/spider-flower-55027.jpg,Mid Summer,4 --11,Full Sun / Partial Shade,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
42,Columbine,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/columbine-831740.jpg,Mid Spring ,3 --8,Full Sun / Partial Shade,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
44,Coneflower,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/coneflowers-481005.jpg,Mid Summer,3 --9,Full Sun,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
45,Coreopsis,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/coreopsis-70754.jpg,Late Summer ,3 --9,Full Sun / Partial Shade,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
47,Cosmos,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/cosmos-flower-433424.jpg, Mid Summer,2 --11,Full Sun / Partial Shade,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
52,Daffodil,Spring,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/flower-661585.jpg,Entire Spring,3 --9,Full Sun,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
53,Dahlia,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/flower-197343.jpg, Mid Summer,8 --10,Full Sun,Well-drained,,,,,1,,,,,,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,,,1,,1,,0,1,1,0,,1,0,1,1,1,0,1,1,,0,0
54,Daisy,Summer,Flower,,https://www.proflowers.com/blog/wp-content/plugins/pf-flowertypes/image/daisies-276112.jpg, Mid Summer,2 --11,Full Sun,Well-drained,,,,,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
